,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,fav
702,0.366,0.296,7.0,-10.074,0.0322,0.149,0.132,0.644,0.206,121.178,4.0,fav
703,0.364,0.753,9.0,-7.125,0.0315,8.69e-05,0.352,0.093,0.12,102.543,4.0,fav
704,0.39,0.577,7.0,-7.578,0.0276,0.0397,5.19e-05,0.107,0.367,74.545,4.0,fav
705,0.433,0.368,8.0,-15.419,0.235,0.836,0.0033,0.123,0.689,126.86,4.0,fav
706,0.207,0.951,9.0,-4.345,0.0619,0.00248,0.11,0.267,0.44,78.804,4.0,fav
707,0.228,0.633,11.0,-6.933,0.0393,0.0937,0.46,0.185,0.227,65.131,3.0,fav
708,0.273,0.449,5.0,-9.303,0.0279,0.0392,0.0043,0.114,0.0797,76.176,4.0,fav
709,0.229,0.452,11.0,-9.31,0.0332,0.101,0.59,0.113,0.151,131.644,4.0,fav
710,0.148,0.328,1.0,-7.477,0.0309,0.256,0.0864,0.105,0.0398,75.394,3.0,fav
711,0.442,0.435,11.0,-8.459,0.0261,0.392,0.0974,0.0982,0.487,155.204,3.0,fav
712,0.273,0.473,9.0,-7.614,0.0264,0.0131,0.0672,0.0802,0.141,149.115,4.0,fav
713,0.311,0.546,4.0,-7.752,0.0297,0.00226,0.843,0.108,0.158,156.64,4.0,fav
714,0.237,0.617,,-6.908,0.0339,0.719,0.000658,0.23,0.156,103.071,4.0,fav
715,0.385,0.776,4.0,-4.871,0.0315,0.0129,0.402,0.291,0.148,202.064,4.0,fav
716,0.247,0.484,2.0,-7.813,0.0409,0.554,0.0743,0.105,0.0536,125.842,4.0,fav
717,0.315,0.5,9.0,-9.837,0.0276,0.5,0.434,0.227,0.141,78.515,3.0,fav
718,0.22,0.499,2.0,-8.363,0.0355,0.000573,0.00112,0.171,0.209,148.969,4.0,fav
719,0.322,0.853,4.0,-5.812,0.0473,5.04e-05,0.315,0.301,0.32,117.749,4.0,fav
720,0.408,0.818,7.0,-7.825,0.0719,0.00762,0.00245,0.11,0.327,116.919,4.0,fav
721,0.251,0.243,2.0,-10.896,0.0307,0.989,0.845,0.126,0.246,177.431,4.0,fav
722,0.54,0.847,11.0,-6.52,0.0297,0.303,0.272,0.109,0.62,148.936,4.0,fav
723,0.214,0.263,9.0,-13.207,0.0336,0.968,0.853,0.126,0.113,137.561,3.0,fav
724,0.557,0.501,2.0,-10.827,0.0269,0.666,0.837,0.117,0.271,139.149,4.0,fav
725,0.56,0.282,,-13.241,0.0287,0.868,0.529,0.11,0.158,112.009,1.0,fav
726,0.425,0.662,,-9.877,0.0502,0.352,0.941,0.619,0.178,151.182,3.0,fav
727,0.237,0.11,8.0,-15.721,0.0358,0.955,0.557,0.138,0.0632,114.436,4.0,fav
728,0.692,0.459,11.0,-9.461,0.0403,0.0632,0.512,0.136,0.35,150.695,4.0,fav
729,0.282,0.372,5.0,-9.77,0.0315,0.651,0.409,0.0755,0.0551,105.271,3.0,fav
730,0.462,0.407,1.0,-12.428,0.0345,0.912,0.399,0.11,0.336,91.915,4.0,fav
731,0.355,0.436,11.0,-10.944,0.0302,0.73,0.798,0.106,0.0508,90.388,4.0,fav
732,0.401,0.132,,-15.569,0.0355,0.938,0.102,0.1,0.0381,136.142,4.0,fav
733,0.8,0.586,2.0,-9.633,0.0601,0.00824,0.773,0.0846,0.126,115.62,4.0,fav
734,0.619,0.592,2.0,-8.405,0.0346,0.0591,0.938,0.0951,0.176,127.983,4.0,fav
735,0.661,0.707,,-7.014,0.231,0.0825,0.0783,0.117,0.846,139.971,4.0,fav
736,0.422,0.665,9.0,-13.056,0.0539,0.102,0.936,0.111,0.185,150.004,4.0,fav
737,0.415,0.712,,-7.97,0.0323,0.000801,0.938,0.119,0.287,75.01,4.0,fav
738,0.762,0.877,7.0,-7.806,0.174,0.0955,0.000172,0.611,0.222,134.938,4.0,fav
739,0.466,0.336,,-12.43,0.0681,0.0147,0.834,0.232,0.0895,139.92,4.0,fav
740,0.458,0.456,10.0,-12.402,0.073,0.444,0.647,0.0812,0.391,113.826,4.0,fav
741,0.597,0.894,4.0,-9.477,0.102,0.314,0.851,0.115,0.142,119.965,4.0,fav
742,0.441,0.573,2.0,-10.581,0.0333,0.464,0.00536,0.387,0.0671,72.521,1.0,fav
743,0.344,0.79,10.0,-9.084,0.214,0.0688,0.394,0.344,0.472,173.137,5.0,fav
744,0.454,0.614,2.0,-9.076,0.0909,0.0415,0.0896,0.201,0.095,149.944,4.0,fav
745,0.356,0.323,10.0,-16.645,0.0591,0.0907,0.856,0.11,0.0377,99.063,4.0,fav
746,0.587,0.949,7.0,-7.958,0.156,0.00079,0.606,0.0898,0.0328,124.007,4.0,fav
747,0.773,0.638,7.0,-11.858,0.0653,0.0143,0.819,0.111,0.0403,133.079,4.0,fav
748,0.832,0.674,1.0,-9.099,0.0657,0.00161,0.799,0.0933,0.237,123.989,4.0,fav
749,0.459,0.538,9.0,-11.866,0.0354,0.659,0.053,0.205,0.188,126.653,4.0,fav
750,0.746,0.916,9.0,-7.797,0.25,0.00762,0.811,0.182,0.117,135.055,4.0,fav
751,0.792,0.49,2.0,-8.229,0.0472,0.00831,0.726,0.267,0.423,133.018,4.0,fav
752,0.519,0.959,,-7.596,0.157,0.619,0.886,0.0831,0.341,149.729,4.0,fav
753,0.648,0.587,5.0,-10.993,0.052,0.42,0.839,0.141,0.402,70.124,4.0,fav
754,0.618,0.887,4.0,-8.423,0.0376,0.427,0.415,0.213,0.603,115.623,4.0,fav
755,0.49,0.777,7.0,-11.521,0.0974,0.00101,0.897,0.0896,0.729,135.991,4.0,fav
756,0.721,0.676,2.0,-8.78,0.032,0.0899,0.334,0.0826,0.62,127.99,4.0,fav
757,0.346,0.128,2.0,-17.536,0.0303,0.841,0.76,0.13,0.0654,58.996,4.0,fav
758,0.305,0.262,7.0,-12.278,0.0297,0.886,0.0781,0.19,0.157,77.061,4.0,fav
759,0.694,0.776,3.0,-9.803,0.0557,0.039,0.741,0.0884,0.631,113.804,4.0,fav
760,0.598,0.854,1.0,-7.584,0.0422,0.0477,0.338,0.0934,0.844,94.458,4.0,fav
761,0.342,0.976,2.0,-4.986,0.0573,0.00443,0.0175,0.0974,0.733,166.663,4.0,fav
762,0.516,0.342,4.0,-9.785,0.0342,0.832,0.579,0.0857,0.167,128.378,3.0,fav
763,0.531,0.61,11.0,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,4.0,fav
764,0.67,0.478,4.0,-8.689,0.0355,0.531,0.428,0.138,0.0997,88.014,4.0,fav
765,0.337,0.288,9.0,-13.477,0.0321,0.84,0.199,0.0964,0.225,105.036,4.0,fav
766,0.523,0.656,4.0,-7.441,0.0262,0.511,0.16,0.0679,0.214,104.271,4.0,fav
767,0.708,0.499,5.0,-9.644,0.0297,0.269,0.57,0.101,0.628,111.652,4.0,fav
768,0.462,0.832,11.0,-6.085,0.0479,0.108,0.00416,0.0741,0.807,165.653,4.0,fav
769,0.596,0.383,1.0,-11.194,0.0324,0.694,0.808,0.0889,0.0506,77.423,4.0,fav
770,0.225,0.0977,1.0,-27.007,0.0343,0.99,0.988,0.0929,0.0397,80.166,4.0,fav
771,0.532,0.845,4.0,-6.967,0.0433,0.128,0.289,0.119,0.124,104.808,4.0,fav
772,0.441,0.393,11.0,-8.556,0.0307,0.883,0.796,0.131,0.0446,108.213,4.0,fav
773,0.256,0.263,2.0,-15.292,0.0573,0.995,0.97,0.0971,0.039,132.092,3.0,fav
774,0.555,0.307,,-8.236,0.0295,0.92,0.000769,0.112,0.286,75.727,4.0,fav
775,0.459,0.617,5.0,-7.567,0.0285,0.00403,0.572,0.633,0.135,91.463,4.0,fav
776,0.637,0.98,9.0,-4.981,0.115,0.0303,0.000913,0.601,0.65,135.993,4.0,fav
777,0.532,0.303,9.0,-13.076,0.0311,0.587,0.0657,0.111,0.225,124.157,4.0,fav
778,0.442,0.717,5.0,-5.498,0.0504,0.178,5.1e-05,0.344,0.386,149.582,4.0,fav
779,0.484,0.559,5.0,-7.434,0.0401,0.0161,0.502,0.0562,0.522,161.055,4.0,fav
780,0.371,0.295,9.0,-10.952,0.0315,0.797,0.552,0.0977,0.0536,111.914,4.0,fav
781,0.718,0.719,11.0,-10.059,0.0789,0.646,0.297,0.108,0.725,93.065,4.0,fav
782,0.288,0.86,2.0,-6.311,0.0393,0.103,0.000399,0.102,0.66,161.196,4.0,fav
783,0.298,0.713,8.0,-7.861,0.0352,0.0627,0.859,0.142,0.48,121.309,4.0,fav
784,0.164,0.239,3.0,-11.075,0.0304,0.878,0.0292,0.105,0.0378,76.72,4.0,fav
785,0.345,0.609,4.0,-13.37,0.343,0.106,0.101,0.382,0.115,200.127,3.0,fav
786,0.614,0.677,9.0,-8.317,0.0323,0.0193,0.52,0.108,0.716,126.482,4.0,fav
787,0.27,0.133,1.0,-14.06,0.0329,0.946,0.000131,0.113,0.167,74.908,4.0,fav
788,0.604,0.507,11.0,-9.967,0.0268,0.0776,0.054,0.0919,0.562,79.039,4.0,fav
789,0.498,0.816,7.0,-7.079,0.0361,0.00018,0.719,0.299,0.571,99.124,4.0,fav
790,0.491,0.753,7.0,-8.62,0.0314,0.0316,0.0587,0.0617,0.234,126.142,4.0,fav
791,0.423,0.675,7.0,-7.134,0.0303,0.265,4.21e-06,0.235,0.364,69.27,3.0,fav
792,0.346,0.866,2.0,-5.679,0.0369,0.00842,0.763,0.699,0.303,96.439,4.0,fav
793,0.409,0.943,5.0,-8.843,0.0767,0.148,0.878,0.785,0.33,113.723,4.0,fav
794,0.519,0.8,2.0,-7.207,0.0388,0.451,0.286,0.968,0.342,144.532,5.0,fav
795,0.284,0.384,1.0,-9.853,0.0352,0.807,0.0133,0.97,0.101,143.016,4.0,fav
796,0.493,0.979,3.0,-6.132,0.187,0.211,,0.963,0.322,146.093,3.0,fav
797,0.367,0.534,5.0,-12.425,0.0363,0.678,0.285,0.724,0.216,127.206,5.0,fav
798,0.261,0.71,6.0,-10.308,0.0345,0.343,0.162,0.901,0.237,139.092,4.0,fav
799,0.298,0.483,5.0,-8.822,0.0358,0.455,0.00298,0.69,0.0642,164.299,4.0,fav
800,0.666,0.638,,-12.715,0.0385,0.731,0.859,0.0933,0.65,124.618,4.0,fav
801,0.12,0.336,11.0,-8.298,0.0352,0.786,0.404,0.111,0.0679,72.64,4.0,fav
802,0.58,0.625,10.0,-12.073,0.0896,5.46e-05,0.725,0.1,0.141,97.044,4.0,fav
803,0.295,0.15,1.0,-10.244,0.0325,0.794,0.205,0.103,0.131,137.504,4.0,fav
804,0.602,0.735,7.0,-8.321,0.0254,0.261,0.794,0.11,0.505,102.895,4.0,fav
805,0.432,0.675,2.0,-6.702,0.0337,0.091,0.287,0.159,0.184,137.262,4.0,fav
806,0.319,0.421,2.0,-6.23,0.0322,0.712,0.0495,0.0956,0.182,61.709,4.0,fav
807,0.327,0.565,7.0,-7.303,0.0306,0.395,0.247,0.112,0.0883,138.308,4.0,fav
808,0.295,0.264,7.0,-12.203,0.0432,0.853,0.926,0.0962,0.0736,143.191,3.0,fav
809,0.492,0.409,1.0,-13.303,0.0646,0.711,0.906,0.23,0.218,138.472,4.0,fav
810,0.252,0.397,7.0,-7.619,0.0364,0.728,0.0404,0.116,0.0466,123.924,4.0,fav
811,0.296,0.463,5.0,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,123.943,5.0,fav
812,0.63,0.428,5.0,-15.52,0.0358,0.262,0.852,0.278,0.159,112.923,4.0,fav
813,0.488,0.754,2.0,-8.552,0.0378,0.00237,0.851,0.224,0.388,91.517,4.0,fav
814,0.167,0.302,6.0,-11.644,0.0345,0.316,0.797,0.11,0.19,102.026,4.0,fav
815,0.165,0.146,6.0,-21.357,0.0362,0.827,0.887,0.109,0.0577,134.508,3.0,fav
816,0.402,0.757,7.0,-9.931,0.0371,0.0496,0.846,0.305,0.573,157.96,4.0,fav
817,0.366,0.635,,-10.544,0.032,0.675,0.819,0.135,0.509,88.949,4.0,fav
818,0.615,0.931,3.0,-7.8,0.273,0.0352,2.23e-05,0.0915,0.525,137.544,3.0,fav
819,0.646,0.462,2.0,-12.124,0.0319,0.719,0.291,0.34,0.392,142.133,5.0,fav
820,0.112,0.13,7.0,-16.128,0.0347,0.921,0.706,0.13,0.0427,90.835,4.0,fav
821,0.369,0.225,7.0,-16.341,0.0654,0.992,0.813,0.106,0.0769,64.655,3.0,fav
822,0.305,0.872,2.0,-7.313,0.0503,0.00786,0.8,0.261,0.648,167.959,4.0,fav
823,0.251,0.848,5.0,-6.501,0.0579,0.0377,0.00591,0.0545,0.207,163.709,4.0,fav
824,0.312,0.595,,-8.919,0.0298,0.0484,0.00139,0.103,0.337,150.502,3.0,fav
825,0.293,0.276,4.0,-11.357,0.0349,0.224,0.122,0.167,0.195,121.603,4.0,fav
826,0.351,0.676,9.0,-9.017,0.0313,0.000121,0.113,0.18,0.143,102.46,4.0,fav
827,0.36,0.501,7.0,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4.0,fav
828,0.432,0.391,9.0,-14.99,0.242,0.813,0.00363,0.155,0.744,123.538,4.0,fav
829,0.201,0.888,9.0,-5.491,0.0707,0.00267,0.0981,0.291,0.329,78.977,4.0,fav
830,0.243,0.656,11.0,-7.475,0.041,0.0979,0.141,0.195,0.221,77.712,4.0,fav
831,0.255,0.393,5.0,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,4.0,fav
832,0.213,0.4,11.0,-9.813,0.0324,0.053,0.612,0.111,0.195,133.369,4.0,fav
833,0.241,0.295,4.0,-8.57,0.0318,0.223,0.0319,0.11,0.0398,114.347,5.0,fav
834,0.429,0.881,9.0,-8.013,0.107,0.0213,0.688,0.607,0.258,148.963,3.0,fav
835,0.23,0.755,7.0,-8.065,0.0658,0.0115,0.141,0.363,0.312,91.608,4.0,fav
836,0.419,0.383,4.0,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4.0,fav
837,0.463,0.229,2.0,-12.592,0.0297,0.167,0.0997,0.202,0.135,73.543,4.0,fav
838,0.336,0.705,2.0,-8.284,0.0519,0.00154,0.606,0.168,0.419,101.473,4.0,fav
839,0.263,0.566,9.0,-11.075,0.0344,0.163,0.261,0.225,0.375,172.851,3.0,fav
840,0.291,0.767,7.0,-6.913,0.0862,0.000401,0.012,0.0763,0.359,175.702,4.0,fav
841,0.242,0.859,,-8.41,0.0663,0.0565,0.114,0.38,0.672,96.917,4.0,fav
842,0.45,0.359,7.0,-13.559,0.0289,0.776,0.676,0.0753,0.0776,80.915,4.0,fav
843,0.289,0.555,7.0,-7.434,0.0402,0.00312,0.0496,0.27,0.306,158.671,4.0,fav
844,0.105,0.635,7.0,-7.4,0.0455,0.00403,0.24,0.106,0.671,191.805,3.0,fav
845,0.488,0.454,4.0,-11.544,0.0304,0.317,0.694,0.179,0.131,138.076,4.0,fav
846,0.222,0.707,9.0,-12.012,0.0578,0.000945,0.00684,0.109,0.298,112.663,3.0,fav
847,0.515,0.43,7.0,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,4.0,fav
848,0.185,0.964,9.0,-8.316,0.084,0.000659,0.879,0.107,0.238,147.351,4.0,fav
849,0.199,0.226,9.0,-17.427,0.0378,0.967,0.991,0.585,0.0329,70.458,5.0,fav
850,0.516,0.961,2.0,-2.633,0.053,0.0199,2.18e-05,0.1,0.481,104.009,4.0,fav
851,0.554,0.958,,-3.903,0.044,0.00391,0.000112,0.0983,0.79,105.029,4.0,fav
852,0.47,0.987,7.0,-2.719,0.0817,9.29e-05,0.684,0.0963,0.145,140.946,4.0,fav
853,0.555,0.792,,-4.152,0.0356,0.0406,0.00031,0.355,0.585,100.359,4.0,fav
854,0.515,0.9,,-3.514,0.0406,0.00524,0.00396,0.0507,0.375,136.011,4.0,fav
855,0.273,0.0608,9.0,-23.304,0.0422,0.988,0.786,0.108,0.0398,120.924,3.0,fav
856,0.401,0.868,2.0,-4.411,0.0458,0.00187,0.0205,0.103,0.239,138.83,4.0,fav
857,0.316,0.669,2.0,-4.912,0.0327,0.325,0.772,0.0614,0.249,156.012,4.0,fav
858,0.459,0.678,2.0,-6.31,0.0329,0.128,0.762,0.0992,0.0912,133.81,4.0,fav
859,0.57,0.749,7.0,-7.79,0.0297,0.352,0.224,0.116,0.394,125.425,4.0,fav
860,0.586,0.54,2.0,-11.357,0.0359,0.288,0.624,0.0715,0.133,124.892,4.0,fav
861,0.342,0.576,9.0,-7.962,0.03,0.363,0.685,0.15,0.322,77.427,4.0,fav
862,0.965,0.697,,-8.082,0.0325,0.196,0.000353,0.163,0.969,131.959,4.0,fav
863,0.742,0.533,11.0,-9.644,0.0337,0.0454,0.174,0.175,0.209,125.0,4.0,fav
864,0.564,0.769,11.0,-6.248,0.261,0.0146,,0.288,0.399,118.01,4.0,fav
865,0.756,0.936,5.0,-4.032,0.0478,0.0815,0.859,0.346,0.313,122.007,4.0,fav
866,0.632,0.808,1.0,-8.68,0.037,5.88e-05,0.587,0.0653,0.36,123.997,4.0,fav
867,0.739,0.768,9.0,-5.689,0.0682,0.00307,0.0233,0.0318,0.543,127.987,4.0,fav
868,0.698,0.741,2.0,-6.737,0.0369,0.00273,0.313,0.13,0.0386,122.001,4.0,fav
869,0.844,0.765,8.0,-5.729,0.0364,0.0038,0.419,0.0625,0.893,121.986,4.0,fav
870,0.575,0.854,7.0,-5.021,0.222,4.99e-05,0.0917,0.323,0.828,104.079,4.0,fav
871,0.836,0.599,4.0,-7.126,0.0628,0.000423,0.0329,0.0746,0.0377,125.975,4.0,fav
872,0.706,0.78,9.0,-5.603,0.0408,0.243,0.00414,0.101,0.225,123.993,4.0,fav
873,0.55,0.787,4.0,-8.518,0.0495,0.00151,0.428,0.34,0.393,123.991,4.0,fav
874,0.87,0.701,7.0,-7.385,0.0485,0.0225,0.479,0.104,0.195,121.988,4.0,fav
875,0.76,0.825,9.0,-9.39,0.0733,0.231,0.636,0.109,0.287,130.004,4.0,fav
876,0.518,0.932,1.0,-5.75,0.0462,0.000433,0.191,0.0971,0.238,112.63,4.0,fav
877,0.44,0.905,7.0,-6.901,0.0918,0.00958,0.258,0.24,0.197,147.952,4.0,fav
878,0.502,0.889,7.0,-6.249,0.0492,0.402,0.000722,0.134,0.153,94.001,4.0,fav
879,0.779,0.948,11.0,-4.388,0.0807,0.187,0.96,0.115,0.501,125.005,4.0,fav
880,0.599,0.871,,-8.703,0.0371,0.0531,0.448,0.127,0.25,107.004,4.0,fav
881,0.505,0.85,2.0,-5.161,0.0404,0.0154,0.0195,0.111,0.79,159.992,4.0,fav
882,0.612,0.855,4.0,-6.758,0.0349,0.00384,0.3,0.111,0.866,162.495,4.0,fav
883,0.65,0.922,5.0,-7.698,0.0305,0.0006,0.881,0.075,0.84,104.998,4.0,fav
884,0.507,0.489,7.0,-10.905,0.033,0.0848,0.00112,0.111,0.263,80.008,4.0,fav
885,0.816,0.772,11.0,-6.687,0.362,0.206,0.222,0.0572,0.63,123.966,4.0,fav
886,0.586,0.96,11.0,-4.062,0.0363,0.000431,0.349,0.0685,0.177,121.999,4.0,fav
887,0.764,0.608,4.0,-9.387,0.0513,0.0331,0.828,0.333,0.358,117.997,4.0,fav
888,0.526,0.833,,-6.495,0.102,0.00118,1.55e-05,0.112,0.339,104.025,4.0,fav
889,0.816,0.641,1.0,-6.708,0.0428,0.00921,0.806,0.076,0.494,124.988,4.0,fav
890,0.667,0.852,2.0,-8.343,0.0388,0.0121,0.808,0.0928,0.279,122.994,4.0,fav
891,0.718,0.495,2.0,-10.382,0.0469,0.000843,0.863,0.123,0.222,97.005,4.0,fav
892,0.585,0.743,10.0,-7.943,0.0473,0.00213,0.864,0.125,0.248,122.508,4.0,fav
893,0.527,0.719,9.0,-6.748,0.0382,0.00582,0.622,0.112,0.709,137.725,4.0,fav
894,0.806,0.741,2.0,-8.693,0.0405,0.00189,0.804,0.123,0.559,129.007,4.0,fav
895,0.576,0.745,6.0,-6.81,0.0291,0.000497,0.0538,0.157,0.432,124.004,4.0,fav
896,0.664,0.48,9.0,-11.943,0.251,0.851,0.000194,0.0792,0.0824,124.035,4.0,fav
897,0.685,0.846,11.0,-9.426,0.039,0.048,0.781,0.101,0.148,123.009,4.0,fav
898,0.548,0.368,7.0,-11.555,0.0356,0.692,0.644,0.102,0.467,156.107,4.0,fav
899,0.633,0.619,6.0,-8.84,0.0645,0.0292,0.377,0.344,0.274,127.95,4.0,fav
900,0.696,0.476,7.0,-7.948,0.085,0.00363,0.565,0.068,0.658,147.995,3.0,fav
901,0.331,0.243,1.0,-10.082,0.0327,0.848,0.41,0.112,0.217,119.983,4.0,fav
902,0.187,0.3,4.0,-16.339,0.0395,0.778,0.945,0.0666,0.0595,116.766,4.0,fav
903,0.173,0.228,9.0,-17.422,0.0371,0.965,0.99,0.583,0.0319,70.934,5.0,fav
904,0.513,0.953,2.0,-2.626,0.0539,0.0146,3.03e-05,0.112,0.466,104.021,4.0,fav
905,0.562,0.956,,-3.906,0.0439,0.00448,0.000103,0.102,0.789,105.048,4.0,fav
906,0.468,0.988,7.0,-2.741,0.0844,0.000105,0.541,0.0982,0.117,140.95,4.0,fav
907,0.552,0.779,,-4.151,0.0364,0.0419,0.000222,0.364,0.541,100.28,4.0,fav
908,0.525,0.899,,-3.505,0.042,0.00674,0.00496,0.0528,0.364,135.981,4.0,fav
909,0.184,0.056,9.0,-23.251,0.0449,0.987,0.635,0.107,0.0394,77.247,4.0,fav
910,0.382,0.866,9.0,-4.397,0.0445,0.00193,0.0197,0.0962,0.233,138.419,4.0,fav
911,0.397,0.672,2.0,-4.893,0.0301,0.361,0.718,0.0643,0.29,78.038,4.0,fav
912,0.459,0.681,2.0,-6.272,0.0333,0.139,0.753,0.1,0.0889,133.774,4.0,fav
913,0.57,0.749,7.0,-7.79,0.0297,0.352,0.224,0.116,0.394,125.425,4.0,fav
914,0.586,0.54,2.0,-11.357,0.0359,0.288,0.624,0.0715,0.133,124.892,4.0,fav
915,0.343,0.576,9.0,-7.962,0.03,0.363,0.685,0.151,0.322,77.427,4.0,fav
916,0.965,0.697,,-8.082,0.0325,0.196,0.000353,0.163,0.969,131.959,4.0,fav
917,0.199,0.226,9.0,-17.427,0.0378,0.967,0.991,0.585,0.0329,70.458,5.0,fav
918,0.516,0.961,2.0,-2.633,0.053,0.0199,2.18e-05,0.1,0.481,104.009,4.0,fav
919,0.554,0.958,,-3.903,0.044,0.00391,0.000112,0.0983,0.79,105.029,4.0,fav
920,0.47,0.987,7.0,-2.719,0.0817,9.29e-05,0.684,0.0963,0.145,140.946,4.0,fav
921,0.555,0.792,,-4.152,0.0356,0.0406,0.00031,0.355,0.585,100.359,4.0,fav
922,0.515,0.9,,-3.514,0.0406,0.00524,0.00396,0.0507,0.375,136.011,4.0,fav
923,0.273,0.0608,9.0,-23.304,0.0422,0.988,0.786,0.108,0.0398,120.924,3.0,fav
924,0.401,0.868,2.0,-4.411,0.0458,0.00187,0.0205,0.103,0.239,138.83,4.0,fav
925,0.316,0.669,2.0,-4.912,0.0327,0.325,0.772,0.0614,0.249,156.012,4.0,fav
926,0.459,0.678,2.0,-6.31,0.0329,0.128,0.762,0.0992,0.0912,133.81,4.0,fav
927,0.443,0.489,6.0,-6.932,0.0348,0.648,0.424,0.131,0.0517,124.031,4.0,fav
928,0.483,0.858,9.0,-2.94,0.0346,0.0559,0.00107,0.514,0.712,188.055,4.0,fav
929,0.42,0.976,,-2.236,0.108,3.17e-05,0.00321,0.0426,0.39,164.023,4.0,fav
930,0.618,0.97,1.0,-3.249,0.0542,0.000618,0.0327,0.0544,0.673,121.989,4.0,fav
931,0.333,0.901,2.0,-3.558,0.1,0.03,0.868,0.136,0.817,160.169,4.0,fav
932,0.525,0.976,,-2.023,0.0479,0.0662,0.000392,0.0804,0.855,138.984,4.0,fav
933,0.37,0.874,5.0,-5.065,0.0577,0.0401,0.589,0.0731,0.516,136.03,4.0,fav
934,0.369,0.502,7.0,-9.334,0.0341,0.864,0.808,0.239,0.134,78.036,4.0,fav
935,0.236,0.84,7.0,-3.454,0.0572,0.00238,0.204,0.303,0.189,129.19,4.0,fav
936,0.338,0.372,3.0,-6.546,0.0286,0.878,0.000329,0.105,0.169,100.016,4.0,fav
937,0.455,0.49,6.0,-6.933,0.0341,0.644,0.411,0.131,0.0521,124.02,4.0,fav
938,0.481,0.858,9.0,-2.941,0.0345,0.0538,0.00104,0.515,0.708,188.066,4.0,fav
939,0.421,0.976,,-2.236,0.108,3.17e-05,0.00332,0.0426,0.39,164.026,4.0,fav
940,0.618,0.97,1.0,-3.249,0.0542,0.000618,0.0327,0.0543,0.673,121.989,4.0,fav
941,0.333,0.902,2.0,-3.558,0.0999,0.0298,0.869,0.136,0.813,160.169,4.0,fav
942,0.525,0.976,,-2.023,0.048,0.0662,0.000388,0.0804,0.855,138.983,4.0,fav
943,0.37,0.874,5.0,-5.065,0.0576,0.0401,0.589,0.0731,0.516,136.032,4.0,fav
944,0.368,0.502,7.0,-9.334,0.0341,0.864,0.808,0.239,0.134,78.031,4.0,fav
945,0.24,0.84,7.0,-3.454,0.057,0.00238,0.203,0.303,0.187,127.894,4.0,fav
946,0.338,0.373,3.0,-6.546,0.0287,0.878,0.000329,0.105,0.17,100.014,4.0,fav
947,0.45,0.484,6.0,-6.927,0.0342,0.663,0.461,0.131,0.0559,124.024,4.0,fav
948,0.482,0.859,9.0,-2.942,0.0346,0.0562,0.0011,0.521,0.721,188.07,4.0,fav
949,0.418,0.977,,-2.238,0.109,3.26e-05,0.00314,0.0426,0.396,164.043,4.0,fav
950,0.619,0.971,1.0,-3.247,0.0541,0.000624,0.0329,0.0541,0.674,121.989,4.0,fav
951,0.394,0.901,,-3.561,0.0779,0.0302,0.869,0.133,0.819,80.029,4.0,fav
952,0.525,0.976,,-2.023,0.0483,0.0689,0.000337,0.0774,0.856,138.96,4.0,fav
953,0.371,0.874,5.0,-5.065,0.0578,0.0409,0.593,0.0732,0.518,136.038,4.0,fav
954,0.151,0.506,,-9.336,0.0377,0.869,0.762,0.26,0.132,79.845,4.0,fav
955,0.24,0.839,7.0,-3.441,0.0564,0.00236,0.207,0.311,0.191,127.911,4.0,fav
956,0.345,0.372,3.0,-6.544,0.0286,0.882,0.000464,0.105,0.178,100.067,4.0,fav
957,0.231,0.919,2.0,-6.182,0.0722,0.00313,0.00442,0.0643,0.128,146.94,4.0,fav
958,0.495,0.931,2.0,-5.336,0.0469,0.0025,0.0819,0.246,0.617,104.05,4.0,fav
959,0.659,0.792,6.0,-7.101,0.0301,0.0186,0.0407,0.102,0.467,108.011,4.0,fav
960,0.495,0.566,4.0,-8.116,0.0331,0.139,0.587,0.146,0.142,118.037,4.0,fav
961,0.537,0.821,2.0,-7.051,0.0368,0.233,0.752,0.106,0.329,120.01,4.0,fav
962,0.494,0.849,2.0,-6.761,0.0359,0.00129,0.79,0.146,0.541,141.988,4.0,fav
963,0.579,0.94,7.0,-7.026,0.0426,0.00617,0.805,0.0757,0.632,124.01,4.0,fav
964,0.478,0.357,6.0,-9.745,0.026,0.641,0.309,0.0838,0.0388,91.735,4.0,fav
965,0.213,0.742,1.0,-5.206,0.036,0.00231,0.416,0.338,0.305,150.119,5.0,fav
966,0.177,0.76,9.0,-5.458,0.0472,0.00193,0.271,0.585,0.168,178.527,3.0,fav
967,0.17,0.683,2.0,-10.118,0.104,0.791,0.0115,0.926,0.29,174.378,4.0,fav
968,0.688,0.591,10.0,-9.079,0.0368,0.00292,0.16,0.152,0.849,112.81,4.0,fav
969,0.571,0.346,6.0,-9.947,0.0363,0.729,0.57,0.106,0.147,91.845,4.0,fav
