,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,fav
2996,0.514,0.681,7.0,-10.026,0.065,0.199,0.0356,0.0745,0.913,136.821,4.0,not fav
2997,0.359,0.438,8.0,-14.401,0.0376,0.0271,,0.131,0.581,137.557,4.0,not fav
2998,0.461,0.499,11.0,-10.443,0.0316,0.238,,0.135,0.387,137.687,4.0,not fav
2999,0.606,0.708,5.0,-5.525,0.0268,0.00983,2.69e-06,0.302,0.479,87.049,4.0,not fav
3000,0.786,0.555,10.0,-10.276,0.0471,0.454,0.0173,0.0826,0.673,95.1,4.0,not fav
3001,0.671,0.776,10.0,-11.414,0.0282,0.137,0.00649,0.394,0.92,112.629,4.0,not fav
3002,0.414,0.161,7.0,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,4.0,not fav
3003,0.664,0.547,9.0,-11.594,0.0281,0.139,1.79e-06,0.239,0.964,132.943,4.0,not fav
3004,0.586,0.552,1.0,-11.153,0.0488,0.593,0.00101,0.31,0.732,82.0,4.0,not fav
3005,0.481,0.747,4.0,-6.937,0.0364,0.00698,,0.0646,0.732,127.597,4.0,not fav
3006,0.776,0.68,10.0,-10.088,0.0389,0.179,,0.483,0.962,92.481,4.0,not fav
3007,0.77,0.858,10.0,-7.086,0.0492,0.0106,0.685,0.0298,0.76,109.883,4.0,not fav
3008,0.621,0.413,4.0,-12.274,0.0348,0.602,4.88e-06,0.145,0.338,139.491,4.0,not fav
3009,0.68,0.877,5.0,-10.241,0.0353,0.191,0.000656,0.349,0.922,108.674,4.0,not fav
3010,0.826,0.406,,-14.153,0.0317,0.00719,0.731,0.0725,0.939,100.278,4.0,not fav
3011,0.481,0.262,7.0,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.883,4.0,not fav
3012,0.611,0.882,7.0,-3.18,0.028,0.000588,0.926,0.397,0.895,125.681,4.0,not fav
3013,0.646,0.867,5.0,-8.523,0.0498,0.00574,0.159,0.0434,0.812,111.193,4.0,not fav
3014,0.392,0.383,4.0,-8.972,0.0267,0.415,3.23e-06,0.126,0.216,80.472,4.0,not fav
3015,0.637,0.528,1.0,-9.837,0.0394,0.163,,0.122,0.781,106.949,4.0,not fav
3016,0.742,0.471,,-10.767,0.0326,0.134,0.0903,0.284,0.815,124.95,4.0,not fav
3017,0.413,0.6,3.0,-9.096,0.0412,0.236,,0.0457,0.725,204.692,4.0,not fav
3018,0.618,0.833,7.0,-4.007,0.0338,0.618,,0.299,0.896,100.29,4.0,not fav
3019,0.737,0.736,2.0,-8.347,0.0458,0.174,0.00217,0.236,0.862,148.711,4.0,not fav
3020,0.693,0.708,,-7.816,0.031,0.309,0.00305,0.0857,0.949,125.315,4.0,not fav
3021,0.593,0.783,10.0,-4.716,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,4.0,not fav
3022,0.49,0.581,5.0,-6.566,0.0388,0.553,0.0177,0.0764,0.318,88.718,4.0,not fav
3023,0.549,0.651,,-7.097,0.0323,0.583,,0.121,0.368,122.818,4.0,not fav
3024,0.67,0.778,7.0,-8.11,0.0274,0.468,7.52e-05,0.115,0.853,120.391,4.0,not fav
3025,0.803,0.73,9.0,-7.458,0.0608,0.643,,0.585,0.816,116.626,4.0,not fav
3026,0.652,0.372,6.0,-15.445,0.0321,0.069,0.000197,0.0923,0.283,111.984,4.0,not fav
3027,0.266,0.389,4.0,-13.682,0.0305,0.244,1.42e-06,0.0688,0.148,140.243,4.0,not fav
3028,0.649,0.679,2.0,-12.515,0.0316,0.464,0.00121,0.339,0.971,126.867,4.0,not fav
3029,0.407,0.826,8.0,-10.014,0.053,0.0409,0.00014,0.0486,0.794,162.032,4.0,not fav
3030,0.546,0.828,4.0,-4.771,0.0394,0.719,0.03,0.372,0.401,121.418,4.0,not fav
3031,0.4,0.73,7.0,-9.633,0.054,0.000968,0.0179,0.0612,0.442,134.602,4.0,not fav
3032,0.698,0.676,11.0,-11.717,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,4.0,not fav
3033,0.687,0.409,7.0,-11.369,0.0301,0.0898,7.21e-06,0.0768,0.828,104.448,4.0,not fav
3034,0.719,0.395,1.0,-9.581,0.0335,0.349,5.07e-05,0.0716,0.718,113.036,3.0,not fav
3035,0.788,0.866,,-9.729,0.0576,0.133,1.57e-05,0.0238,0.947,109.082,4.0,not fav
3036,0.52,0.392,5.0,-15.916,0.0349,0.314,0.000656,0.0943,0.744,101.053,4.0,not fav
3037,0.457,0.328,2.0,-11.928,0.0345,0.495,1.13e-05,0.0615,0.329,121.187,4.0,not fav
3038,0.74,0.622,4.0,-10.613,0.0361,0.0828,0.00673,0.0577,0.961,121.576,4.0,not fav
3039,0.399,0.686,5.0,-7.112,0.0311,0.109,0.000874,0.112,0.377,101.806,4.0,not fav
3040,0.751,0.834,1.0,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4.0,not fav
3041,0.434,0.897,,-4.918,0.0488,0.0103,,0.612,0.684,148.726,4.0,not fav
3042,0.529,0.496,7.0,-9.007,0.029,0.173,,0.251,0.278,136.859,4.0,not fav
3043,0.551,0.913,,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,4.0,not fav
3044,0.614,0.928,8.0,-4.806,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4.0,not fav
3045,0.706,0.888,2.0,-6.959,0.0654,0.119,9.64e-05,0.07,0.714,121.549,4.0,not fav
3046,0.949,0.661,5.0,-4.244,0.0572,0.0302,,0.0454,0.76,104.504,4.0,not fav
3047,0.708,0.772,7.0,-4.264,0.0322,0.0267,,0.467,0.861,103.035,4.0,not fav
3048,0.713,0.678,5.0,-3.525,0.102,0.273,,0.149,0.734,138.009,4.0,not fav
3049,0.628,0.834,6.0,-6.341,0.0497,0.403,,0.051,0.626,97.865,4.0,not fav
3050,0.829,0.915,8.0,-3.205,0.106,0.226,1.25e-05,0.246,0.779,118.903,4.0,not fav
3051,0.765,0.791,8.0,-5.707,0.0317,0.262,0.000154,0.0669,0.966,95.026,4.0,not fav
3052,0.607,0.82,11.0,-7.754,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,4.0,not fav
3053,0.597,0.793,7.0,-7.006,0.0361,0.0123,5.45e-06,0.157,0.755,167.2,4.0,not fav
3054,0.632,0.856,,-3.453,0.0358,0.0568,,0.35,0.843,119.404,4.0,not fav
3055,0.655,0.791,,-8.923,0.0302,0.1,0.000124,0.334,0.862,118.981,4.0,not fav
3056,0.634,0.886,9.0,-5.424,0.0434,0.154,,0.118,0.577,93.04,4.0,not fav
3057,0.491,0.593,,-5.975,0.0255,0.098,,0.257,0.328,144.142,4.0,not fav
3058,0.761,0.662,6.0,-7.645,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,4.0,not fav
3059,0.625,0.85,4.0,-3.904,0.0495,0.346,0.000233,0.174,0.633,94.661,4.0,not fav
3060,0.575,0.786,9.0,-4.353,0.0296,0.252,,0.159,0.518,96.102,4.0,not fav
3061,0.73,0.602,6.0,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954,4.0,not fav
3062,0.63,0.95,1.0,-4.012,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,4.0,not fav
3063,0.751,0.901,2.0,-5.802,0.0328,0.0504,0.00308,0.0395,0.973,124.017,4.0,not fav
3064,0.644,0.874,,-4.666,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09,4.0,not fav
3065,0.761,0.716,10.0,-5.8,0.056,0.396,,0.0771,0.649,119.41,4.0,not fav
3066,0.754,0.819,,-6.833,0.112,0.0684,,0.345,0.818,142.137,4.0,not fav
3067,0.478,0.736,7.0,-7.124,0.0367,0.02,9.58e-05,0.118,0.564,144.705,4.0,not fav
3068,0.561,0.543,1.0,-8.498,0.0324,0.26,,0.124,0.243,139.803,4.0,not fav
3069,0.55,0.581,2.0,-6.253,0.0325,0.367,,0.122,0.475,165.981,4.0,not fav
3070,0.429,0.661,11.0,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,4.0,not fav
3071,0.729,0.632,,-8.75,0.0279,0.191,,0.166,0.774,109.981,4.0,not fav
3072,0.633,0.922,11.0,-4.842,0.0454,0.116,0.000465,0.071,0.686,84.11,4.0,not fav
3073,0.666,0.968,10.0,-3.196,0.046,0.123,,0.347,0.834,135.099,4.0,not fav
3074,0.683,0.866,1.0,-5.436,0.0329,0.0395,0.00161,0.0483,0.542,121.996,4.0,not fav
3075,0.536,0.928,11.0,-6.492,0.0589,0.0154,0.00134,0.2,0.389,136.258,4.0,not fav
3076,0.779,0.834,7.0,-2.773,0.162,0.0343,,0.0886,0.8,100.46,4.0,not fav
3077,0.532,0.526,4.0,-6.812,0.0292,0.0468,,0.053,0.536,75.996,4.0,not fav
3078,0.771,0.685,1.0,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997,4.0,not fav
3079,0.631,0.734,5.0,-7.48,0.036,0.348,,0.135,0.591,124.036,4.0,not fav
3080,0.348,0.532,10.0,-5.882,0.0331,0.592,,0.106,0.148,129.297,4.0,not fav
3081,0.63,0.625,6.0,-5.088,0.0252,0.231,,0.0765,0.683,167.998,4.0,not fav
3082,0.682,0.744,8.0,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493,4.0,not fav
3083,0.599,0.47,1.0,-8.356,0.0376,0.38,,0.111,0.298,127.177,4.0,not fav
3084,0.627,0.716,2.0,-7.175,0.0352,0.127,,0.0344,0.734,101.99,4.0,not fav
3085,0.808,0.982,3.0,-6.588,0.0311,0.0585,0.00689,0.35,0.961,124.999,4.0,not fav
3086,0.558,0.481,8.0,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673,4.0,not fav
3087,0.739,0.947,11.0,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,4.0,not fav
3088,0.623,0.909,7.0,-4.78,0.0312,0.0717,3.17e-05,0.0579,0.958,104.617,4.0,not fav
3089,0.689,0.685,3.0,-5.153,0.0478,0.0921,,0.119,0.398,160.067,4.0,not fav
3090,0.471,0.514,1.0,-5.599,0.0315,0.584,,0.103,0.373,117.338,4.0,not fav
3091,0.581,0.607,4.0,-8.458,0.028,0.189,1.6e-06,0.0882,0.213,102.03,4.0,not fav
3092,0.631,0.664,6.0,-9.197,0.0242,0.0498,0.00042,0.0696,0.407,100.618,4.0,not fav
3093,0.736,0.802,7.0,-8.527,0.0663,0.00149,0.0876,0.14,0.871,119.854,4.0,not fav
3094,0.859,0.622,11.0,-8.196,0.0445,0.0661,,0.0394,0.433,134.007,4.0,not fav
3095,0.481,0.94,7.0,-5.204,0.066,0.000891,,0.0939,0.66,96.493,4.0,not fav
3096,0.385,0.443,7.0,-9.627,0.0295,0.0632,,0.0898,0.275,151.278,4.0,not fav
3097,0.522,0.803,1.0,-5.825,0.0327,0.00117,0.00167,0.31,0.0783,135.205,4.0,not fav
3098,0.771,0.796,5.0,-3.081,0.076,0.0993,0.00278,0.0981,0.801,99.316,4.0,not fav
3099,0.772,0.688,1.0,-4.715,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,4.0,not fav
3100,0.644,0.72,10.0,-9.635,0.0419,0.00145,0.504,0.0839,0.53,132.017,4.0,not fav
3101,0.746,0.965,,-5.263,0.113,0.38,0.00547,0.621,0.915,131.861,4.0,not fav
3102,0.742,0.732,2.0,-6.046,0.0311,0.0424,0.00446,0.101,0.694,97.922,4.0,not fav
3103,0.85,0.674,7.0,-7.981,0.0373,0.309,0.000645,0.0356,0.74,115.005,4.0,not fav
3104,0.634,0.677,5.0,-7.278,0.0304,0.0117,0.00103,0.126,0.558,135.012,4.0,not fav
3105,0.869,0.887,,-4.505,0.0993,0.0605,,0.148,0.784,129.221,4.0,not fav
3106,0.659,0.812,4.0,-7.499,0.0487,0.23,,0.0951,0.888,83.014,4.0,not fav
3107,0.801,0.876,8.0,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979,4.0,not fav
3108,0.671,0.88,8.0,-6.149,0.0552,0.00182,0.667,0.285,0.786,136.956,4.0,not fav
3109,0.41,0.539,,-8.412,0.0302,0.00425,0.00089,0.117,0.141,138.852,4.0,not fav
3110,0.822,0.847,10.0,-6.729,0.0917,0.0854,,0.0452,0.668,107.908,4.0,not fav
3111,0.746,0.443,1.0,-7.693,0.0771,0.282,,0.14,0.272,119.311,4.0,not fav
3112,0.578,0.894,10.0,-5.42,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,4.0,not fav
3113,0.728,0.94,4.0,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,4.0,not fav
3114,0.556,0.864,3.0,-5.87,0.0584,0.00958,,0.209,0.4,105.143,4.0,not fav
3115,0.72,0.808,6.0,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4.0,not fav
3116,0.865,0.664,2.0,-6.822,0.108,0.00689,,0.142,0.565,162.831,4.0,not fav
3117,0.636,0.761,3.0,-6.389,0.0306,0.0517,,0.0642,0.736,93.896,4.0,not fav
3118,0.459,0.83,2.0,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4.0,not fav
3119,0.518,0.83,6.0,-6.814,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,4.0,not fav
3120,0.617,0.728,7.0,-7.932,0.0292,0.0328,0.0482,0.36,0.808,139.066,4.0,not fav
3121,0.829,0.652,7.0,-8.693,0.108,0.067,,0.0812,0.726,99.581,4.0,not fav
3122,0.777,0.601,2.0,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,4.0,not fav
3123,0.826,0.656,9.0,-8.529,0.0617,0.0101,0.000113,0.0272,0.852,129.963,4.0,not fav
3124,0.797,0.622,6.0,-5.642,0.29,0.0807,,0.0841,0.731,93.02,4.0,not fav
3125,0.725,0.487,8.0,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4.0,not fav
3126,0.487,0.702,7.0,-6.043,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,4.0,not fav
3127,0.408,0.849,2.0,-5.631,0.0333,0.0136,2.51e-05,0.56,0.628,84.192,4.0,not fav
3128,0.514,0.817,7.0,-6.489,0.05,0.0118,8.25e-06,0.346,0.734,186.765,4.0,not fav
3129,0.852,0.75,8.0,-5.153,0.168,0.434,,0.265,0.934,72.016,4.0,not fav
3130,0.88,0.814,11.0,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,4.0,not fav
3131,0.545,0.865,11.0,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4.0,not fav
3132,0.822,0.922,11.0,-5.798,0.0989,0.0291,0.325,0.252,0.568,163.826,4.0,not fav
3133,0.745,0.958,7.0,-9.664,0.0287,0.0813,0.324,0.533,0.96,129.962,4.0,not fav
3134,0.761,0.627,1.0,-5.554,0.0538,0.175,,0.128,0.891,109.821,4.0,not fav
3135,0.51,0.931,11.0,-3.302,0.347,0.0738,,0.5,0.53,201.936,4.0,not fav
3136,0.528,0.965,11.0,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,4.0,not fav
3137,0.74,0.876,6.0,-6.87,0.0369,0.0173,0.00152,0.0785,0.825,127.002,4.0,not fav
3138,0.8,0.922,4.0,-5.125,0.24,0.301,9.31e-06,0.0352,0.801,98.631,4.0,not fav
3139,0.42,0.463,6.0,-9.056,0.12,0.068,,0.119,0.659,78.83,4.0,not fav
3140,0.487,0.65,,-5.195,0.0253,0.191,,0.0933,0.456,151.964,4.0,not fav
3141,0.505,0.657,11.0,-5.24,0.0318,0.373,0.00107,0.126,0.252,196.0,3.0,not fav
3142,0.626,0.583,,-7.346,0.0318,0.276,,0.141,0.428,87.977,4.0,not fav
3143,0.743,0.827,7.0,-5.664,0.0456,0.0368,,0.121,0.494,104.996,4.0,not fav
3144,0.62,0.748,9.0,-6.025,0.0312,0.661,,0.33,0.735,133.878,4.0,not fav
3145,0.375,0.338,,-7.24,0.0289,0.215,,0.109,0.245,141.997,3.0,not fav
3146,0.531,0.552,1.0,-5.945,0.0309,0.436,,0.0786,0.328,74.931,3.0,not fav
3147,0.583,0.828,1.0,-4.159,0.0411,0.162,,0.134,0.862,152.008,4.0,not fav
3148,0.494,0.782,3.0,-4.228,0.0409,0.0443,,0.0921,0.44,75.932,4.0,not fav
3149,0.596,0.679,4.0,-6.395,0.0394,0.723,,0.116,0.479,131.912,4.0,not fav
3150,0.748,0.551,11.0,-6.12,0.0349,0.235,,0.119,0.66,103.953,4.0,not fav
3151,0.595,0.888,,-4.872,0.0559,0.00131,7.88e-06,0.109,0.744,135.927,4.0,not fav
3152,0.492,0.708,10.0,-4.639,0.0334,0.0975,,0.12,0.697,161.989,4.0,not fav
3153,0.456,0.679,1.0,-4.802,0.0324,0.176,,0.103,0.483,184.075,4.0,not fav
3154,0.669,0.552,,-7.98,0.0587,0.807,0.000874,0.321,0.488,100.102,4.0,not fav
3155,0.471,0.846,,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,4.0,not fav
3156,0.559,0.66,7.0,-4.143,0.0512,0.222,,0.193,0.574,163.957,4.0,not fav
3157,0.541,0.801,9.0,-5.158,0.0537,0.0219,2.37e-06,0.129,0.723,75.953,4.0,not fav
3158,0.551,0.9,1.0,-3.196,0.09,0.0371,,0.192,0.538,163.847,4.0,not fav
3159,0.607,0.739,,-5.503,0.0274,0.114,0.000234,0.192,0.875,84.467,4.0,not fav
3160,0.658,0.843,11.0,-5.22,0.0494,0.0678,,0.409,0.713,134.954,4.0,not fav
3161,0.678,0.528,10.0,-7.317,0.0551,0.289,,0.0734,0.614,79.018,4.0,not fav
3162,0.564,0.925,11.0,-4.688,0.118,0.11,,0.195,0.708,152.039,4.0,not fav
3163,0.493,0.729,4.0,-8.124,0.0312,0.0175,,0.14,0.479,146.027,4.0,not fav
3164,0.598,0.846,6.0,-4.956,0.0355,0.0527,,0.113,0.328,144.04,4.0,not fav
3165,0.59,0.633,2.0,-5.452,0.0328,0.619,,0.157,0.751,179.856,4.0,not fav
3166,0.626,0.453,7.0,-9.295,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,4.0,not fav
3167,0.533,0.952,,-3.678,0.211,0.102,,0.802,0.619,159.925,4.0,not fav
3168,0.533,0.855,6.0,-2.901,0.0356,0.0553,,0.335,0.64,102.017,4.0,not fav
3169,0.659,0.683,3.0,-5.623,0.0312,0.513,4.93e-06,0.133,0.397,139.931,4.0,not fav
3170,0.434,0.889,9.0,-5.684,0.0509,0.395,,0.273,0.845,113.326,5.0,not fav
3171,0.757,0.705,2.0,-5.084,0.0252,0.0375,5.8e-06,0.114,0.855,104.972,4.0,not fav
3172,0.607,0.418,1.0,-6.997,0.0363,0.394,,0.182,0.386,95.002,4.0,not fav
3173,0.55,0.683,4.0,-6.914,0.0362,0.0361,1.75e-06,0.334,0.24,87.053,4.0,not fav
3174,0.403,0.537,3.0,-6.628,0.031,0.59,,0.112,0.414,69.877,4.0,not fav
3175,0.611,0.846,7.0,-3.548,0.0374,0.178,,0.12,0.544,129.961,4.0,not fav
3176,0.482,0.843,5.0,-3.483,0.0423,0.253,,0.114,0.6,163.822,4.0,not fav
3177,0.681,0.678,7.0,-6.09,0.0271,0.195,4.49e-06,0.104,0.882,104.071,4.0,not fav
3178,0.563,0.847,1.0,-4.493,0.0468,0.0891,,0.121,0.666,96.06,4.0,not fav
3179,0.603,0.927,9.0,-2.598,0.0562,0.0446,,0.0565,0.815,109.938,4.0,not fav
3180,0.353,0.546,7.0,-7.418,0.0619,0.446,,0.168,0.547,163.13,3.0,not fav
3181,0.554,0.712,7.0,-8.38,0.04,0.153,,0.357,0.498,86.804,4.0,not fav
3182,0.687,0.86,,-4.579,0.0371,0.0105,,0.0226,0.492,113.988,4.0,not fav
3183,0.573,0.86,6.0,-3.824,0.035,0.0525,,0.314,0.808,93.992,4.0,not fav
3184,0.621,0.754,7.0,-5.904,0.0269,0.575,0.00484,0.213,0.441,127.036,4.0,not fav
3185,0.605,0.786,4.0,-4.138,0.0379,0.00276,,0.347,0.512,116.995,4.0,not fav
3186,0.622,0.706,9.0,-5.341,0.0269,0.241,1.21e-06,0.25,0.432,108.058,4.0,not fav
3187,0.549,0.85,4.0,-4.146,0.0445,0.0856,,0.374,0.653,155.965,4.0,not fav
3188,0.611,0.587,7.0,-7.965,0.0527,0.175,,0.0514,0.532,94.942,4.0,not fav
3189,0.519,0.552,2.0,-5.023,0.0259,0.18,,0.149,0.331,89.957,4.0,not fav
3190,0.541,0.652,1.0,-8.182,0.0347,0.0447,9.9e-06,0.112,0.5,82.99,4.0,not fav
3191,0.583,0.867,11.0,-4.17,0.0637,0.143,,0.0863,0.962,160.096,4.0,not fav
3192,0.554,0.757,,-4.298,0.0355,0.0101,,0.0604,0.629,75.049,4.0,not fav
3193,0.543,0.648,1.0,-4.961,0.0311,0.172,,0.329,0.617,124.053,3.0,not fav
3194,0.595,0.329,10.0,-6.086,0.0319,0.844,4.19e-05,0.11,0.277,137.593,4.0,not fav
3195,0.565,0.743,2.0,-4.833,0.0329,0.0473,,0.0781,0.423,85.012,4.0,not fav
3196,0.57,0.645,5.0,-5.816,0.0304,0.134,,0.147,0.677,81.084,4.0,not fav
3197,0.464,0.783,1.0,-6.108,0.0378,0.000689,0.00016,0.323,0.734,170.029,4.0,not fav
3198,0.634,0.392,11.0,-5.641,0.0298,0.666,,0.101,0.429,85.055,4.0,not fav
3199,0.719,0.442,10.0,-10.481,0.0586,0.0645,,0.0948,0.52,90.014,4.0,not fav
3200,0.612,0.621,7.0,-5.657,0.0734,0.169,,0.137,0.883,185.857,4.0,not fav
3201,0.448,0.892,3.0,-4.379,0.0857,0.0997,0.000528,0.0841,0.589,172.05,4.0,not fav
3202,0.802,0.59,5.0,-7.189,0.0493,0.0874,,0.275,0.687,138.084,4.0,not fav
3203,0.729,0.878,2.0,-5.308,0.0702,0.1,3.06e-06,0.146,0.666,138.029,4.0,not fav
3204,0.714,0.766,6.0,-4.42,0.0365,0.0978,0.0018,0.0595,0.661,114.96,4.0,not fav
3205,0.484,0.783,2.0,-5.334,0.0308,0.0957,0.000118,0.107,0.594,137.918,4.0,not fav
3206,0.465,0.868,7.0,-4.075,0.0383,0.000962,9.77e-05,0.117,0.681,156.171,4.0,not fav
3207,0.38,0.72,,-6.178,0.0581,0.0597,,0.132,0.347,170.27,4.0,not fav
3208,0.681,0.896,3.0,-4.436,0.0488,0.124,,0.399,0.851,91.975,4.0,not fav
3209,0.483,0.821,7.0,-5.251,0.0382,0.33,,0.116,0.438,84.975,4.0,not fav
3210,0.53,0.737,6.0,-3.902,0.0397,0.0651,1.01e-05,0.0542,0.32,170.086,4.0,not fav
3211,0.535,0.829,,-5.11,0.036,0.0021,,0.37,0.771,83.002,4.0,not fav
3212,0.66,0.599,,-5.924,0.0333,0.717,,0.13,0.47,144.048,4.0,not fav
3213,0.494,0.771,1.0,-4.309,0.0626,0.0649,,0.11,0.371,136.053,4.0,not fav
3214,0.469,0.662,6.0,-8.021,0.0335,0.427,1.93e-05,0.117,0.608,176.033,4.0,not fav
3215,0.562,0.649,9.0,-5.4,0.0494,0.231,,0.341,0.376,145.913,4.0,not fav
3216,0.505,0.797,2.0,-6.45,0.031,0.0704,0.00034,0.0892,0.547,136.002,4.0,not fav
3217,0.586,0.559,4.0,-6.725,0.05,0.639,,0.0872,0.437,177.945,4.0,not fav
3218,0.455,0.892,6.0,-3.218,0.0564,0.00951,,0.143,0.641,75.218,4.0,not fav
3219,0.526,0.866,,-2.948,0.048,0.104,,0.222,0.677,158.012,4.0,not fav
3220,0.478,0.866,5.0,-4.009,0.0507,0.0901,,0.427,0.753,152.03,4.0,not fav
3221,0.552,0.886,,-4.906,0.031,0.000892,,0.14,0.62,142.048,4.0,not fav
3222,0.573,0.747,,-6.46,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,4.0,not fav
3223,0.552,0.783,6.0,-7.096,0.0354,0.000463,1.9e-06,0.0905,0.633,75.531,4.0,not fav
3224,0.59,0.846,4.0,-4.251,0.0396,0.182,,0.53,0.733,146.028,4.0,not fav
3225,0.403,0.711,8.0,-4.189,0.0569,0.137,,0.109,0.801,203.803,4.0,not fav
3226,0.467,0.455,7.0,-7.261,0.0281,0.33,5.35e-06,0.076,0.298,140.231,4.0,not fav
3227,0.39,0.776,6.0,-3.316,0.0321,0.01,2.45e-06,0.293,0.669,183.725,4.0,not fav
3228,0.63,0.796,2.0,-6.12,0.027,0.00445,0.00134,0.351,0.646,107.993,4.0,not fav
3229,0.555,0.518,7.0,-11.646,0.0313,0.00627,,0.303,0.519,89.043,4.0,not fav
3230,0.481,0.793,1.0,-3.395,0.0399,0.0351,,0.134,0.385,159.879,4.0,not fav
3231,0.523,0.896,10.0,-3.556,0.0575,0.105,,0.143,0.729,169.94,4.0,not fav
3232,0.602,0.477,9.0,-8.425,0.032,0.268,3.1e-05,0.173,0.552,183.89,4.0,not fav
3233,0.546,0.934,4.0,-3.796,0.0643,0.00187,,0.062,0.775,89.972,4.0,not fav
3234,0.632,0.851,8.0,-3.841,0.036,0.0419,,0.0973,0.703,96.997,4.0,not fav
3235,0.448,0.866,9.0,-4.162,0.032,0.00278,0.000194,0.605,0.469,157.994,4.0,not fav
3236,0.583,0.874,8.0,-3.311,0.0496,0.0769,,0.189,0.321,115.062,4.0,not fav
3237,0.566,0.809,11.0,-4.382,0.0351,0.11,0.000637,0.286,0.536,128.189,4.0,not fav
3238,0.401,0.76,7.0,-5.5,0.0366,0.000721,0.000889,0.305,0.407,149.91,4.0,not fav
3239,0.576,0.886,2.0,-5.607,0.143,0.0623,,0.417,0.481,134.982,4.0,not fav
3240,0.61,0.843,,-4.894,0.0296,0.000118,0.000392,0.373,0.916,127.981,4.0,not fav
3241,0.949,0.79,8.0,-5.957,0.0756,0.00437,,0.0816,0.807,117.002,4.0,not fav
3242,0.747,0.716,1.0,-5.152,0.0308,0.0828,7.59e-06,0.0773,0.849,128.001,4.0,not fav
3243,0.677,0.89,6.0,-5.46,0.159,0.0123,,0.321,0.622,96.009,4.0,not fav
3244,0.691,0.922,1.0,-3.766,0.152,0.0596,,0.386,0.72,128.058,4.0,not fav
3245,0.894,0.791,2.0,-4.699,0.112,0.0183,,0.0388,0.583,105.018,4.0,not fav
3246,0.652,0.698,10.0,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,4.0,not fav
3247,0.697,0.835,6.0,-5.843,0.0912,0.00578,,0.314,0.832,128.018,4.0,not fav
3248,0.602,0.752,8.0,-4.48,0.064,0.00969,,0.158,0.562,86.011,4.0,not fav
3249,0.578,0.857,4.0,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,4.0,not fav
3250,0.61,0.835,7.0,-5.306,0.0748,0.0416,,0.26,0.395,127.904,4.0,not fav
3251,0.606,0.883,3.0,-3.243,0.0423,0.00872,,0.0698,0.608,128.053,4.0,not fav
3252,0.677,0.671,7.0,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0,not fav
3253,0.545,0.78,7.0,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4.0,not fav
3254,0.792,0.856,11.0,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,4.0,not fav
3255,0.893,0.823,5.0,-3.708,0.122,0.0714,,0.0509,0.902,128.009,4.0,not fav
3256,0.722,0.915,,-3.319,0.0532,0.0401,0.00512,0.175,0.646,135.063,4.0,not fav
3257,0.509,0.781,8.0,-3.48,0.072,0.0398,,0.0749,0.176,128.0,4.0,not fav
3258,0.726,0.797,9.0,-4.097,0.0272,0.128,,0.154,0.624,117.969,4.0,not fav
3259,0.61,0.906,,-2.117,0.0648,0.00416,,0.758,0.294,127.916,4.0,not fav
